TipusCasData,RegioSanitariaCodi,RegioSanitariaDescripcio,SectorSanitariCodi,SectorSanitariDescripcio,ABSCodi,ABSDescripcio,SexeCodi,SexeDescripcio,TipusCasDescripcio,NumCasos
19/07/2022,6700,CATALUNYA CENTRAL,6763,SOLSONÈS-BAGES-BERGUEDÀ,211,NAVARCLES - SANT FRUITÓS DE BAGES,0,Home,Positiu TAR,2
19/07/2022,6700,CATALUNYA CENTRAL,6745,OSONA,238,SANTA EUGÈNIA DE BERGA,0,Home,Positiu TAR,3
19/07/2022,6700,CATALUNYA CENTRAL,6745,OSONA,253,TONA,1,Dona,Positiu TAR,2
19/07/2022,6700,CATALUNYA CENTRAL,6735,ANOIA,269,VILANOVA DEL CAMÍ,1,Dona,Positiu PCR,1
19/07/2022,6700,CATALUNYA CENTRAL,6735,ANOIA,338,PIERA,0,Home,Positiu TAR,1
19/07/2022,6700,CATALUNYA CENTRAL,6763,SOLSONÈS-BAGES-BERGUEDÀ,219,SANT VICENÇ DE CASTELLET,1,Dona,Positiu TAR,1
19/07/2022,6700,CATALUNYA CENTRAL,6763,SOLSONÈS-BAGES-BERGUEDÀ,237,SÚRIA,0,Home,Positiu PCR,1
19/07/2022,6700,CATALUNYA CENTRAL,6745,OSONA,238,SANTA EUGÈNIA DE BERGA,0,Home,Positiu PCR,1
19/07/2022,6700,CATALUNYA CENTRAL,6745,OSONA,238,SANTA EUGÈNIA DE BERGA,1,Dona,Positiu TAR,3
19/07/2022,6700,CATALUNYA CENTRAL,6763,SOLSONÈS-BAGES-BERGUEDÀ,167,NAVÀS/BALSARENY,1,Dona,Positiu TAR,1
19/07/2022,6700,CATALUNYA CENTRAL,6735,ANOIA,371,IGUALADA-1,1,Dona,Positiu PCR,1
19/07/2022,6700,CATALUNYA CENTRAL,6763,SOLSONÈS-BAGES-BERGUEDÀ,159,MOIÀ,1,Dona,Positiu TAR,1
19/07/2022,6700,CATALUNYA CENTRAL,6745,OSONA,144,MANLLEU,1,Dona,Positiu TAR,5
19/07/2022,6700,CATALUNYA CENTRAL,6735,ANOIA,337,CAPELLADES,0,Home,Positiu PCR,1
19/07/2022,6700,CATALUNYA CENTRAL,6735,ANOIA,269,VILANOVA DEL CAMÍ,0,Home,Positiu PCR,1
19/07/2022,6700,CATALUNYA CENTRAL,6745,OSONA,377,RODA DE TER,0,Home,Positiu TAR,1
19/07/2022,6700,CATALUNYA CENTRAL,6763,SOLSONÈS-BAGES-BERGUEDÀ,130,ALT BERGUEDÀ,0,Home,Positiu TAR,1
19/07/2022,6700,CATALUNYA CENTRAL,6763,SOLSONÈS-BAGES-BERGUEDÀ,148,MANRESA 4,0,Home,Positiu TAR,1
19/07/2022,6700,CATALUNYA CENTRAL,6763,SOLSONÈS-BAGES-BERGUEDÀ,145,MANRESA 1,0,Home,Positiu PCR,1
19/07/2022,6700,CATALUNYA CENTRAL,6745,OSONA,350,VIC-1 NORD,0,Home,Positiu PCR,1
19/07/2022,6700,CATALUNYA CENTRAL,6735,ANOIA,131,ANOIA RURAL,0,Home,Positiu TAR,1
19/07/2022,6700,CATALUNYA CENTRAL,6763,SOLSONÈS-BAGES-BERGUEDÀ,146,MANRESA 2,0,Home,Positiu TAR,4
19/07/2022,6700,CATALUNYA CENTRAL,6735,ANOIA,372,IGUALADA-2,0,Home,Positiu TAR,5
19/07/2022,6700,CATALUNYA CENTRAL,6763,SOLSONÈS-BAGES-BERGUEDÀ,167,NAVÀS/BALSARENY,0,Home,Positiu PCR,1
19/07/2022,6700,CATALUNYA CENTRAL,6763,SOLSONÈS-BAGES-BERGUEDÀ,147,MANRESA 3,0,Home,Positiu TAR,1
19/07/2022,6700,CATALUNYA CENTRAL,6763,SOLSONÈS-BAGES-BERGUEDÀ,211,NAVARCLES - SANT FRUITÓS DE BAGES,1,Dona,Positiu TAR,4
19/07/2022,6700,CATALUNYA CENTRAL,6763,SOLSONÈS-BAGES-BERGUEDÀ,145,MANRESA 1,0,Home,Positiu TAR,2
19/07/2022,6700,CATALUNYA CENTRAL,6763,SOLSONÈS-BAGES-BERGUEDÀ,148,MANRESA 4,1,Dona,Positiu TAR,2
19/07/2022,6700,CATALUNYA CENTRAL,6763,SOLSONÈS-BAGES-BERGUEDÀ,130,ALT BERGUEDÀ,0,Home,Positiu PCR,1
19/07/2022,6700,CATALUNYA CENTRAL,6735,ANOIA,372,IGUALADA-2,1,Dona,Positiu PCR,1
19/07/2022,6700,CATALUNYA CENTRAL,6735,ANOIA,088,CALAF,0,Home,Positiu TAR,1
19/07/2022,6700,CATALUNYA CENTRAL,6735,ANOIA,371,IGUALADA-1,0,Home,Positiu TAR,1
19/07/2022,6700,CATALUNYA CENTRAL,6763,SOLSONÈS-BAGES-BERGUEDÀ,146,MANRESA 2,1,Dona,Positiu TAR,3
19/07/2022,6700,CATALUNYA CENTRAL,6763,SOLSONÈS-BAGES-BERGUEDÀ,211,NAVARCLES - SANT FRUITÓS DE BAGES,0,Home,Positiu PCR,1
19/07/2022,6700,CATALUNYA CENTRAL,6735,ANOIA,229,SANTA MARGARIDA DE MONTBUI,1,Dona,Positiu TAR,1
19/07/2022,6700,CATALUNYA CENTRAL,6763,SOLSONÈS-BAGES-BERGUEDÀ,237,SÚRIA,0,Home,Positiu TAR,1
19/07/2022,6700,CATALUNYA CENTRAL,6745,OSONA,351,VIC-2 SUD,1,Dona,Positiu TAR,4
19/07/2022,6700,CATALUNYA CENTRAL,6763,SOLSONÈS-BAGES-BERGUEDÀ,011,ARTÉS,0,Home,Positiu TAR,1
19/07/2022,6700,CATALUNYA CENTRAL,6735,ANOIA,228,SANTA COLOMA DE QUERALT,1,Dona,Positiu TAR,1
19/07/2022,6700,CATALUNYA CENTRAL,6763,SOLSONÈS-BAGES-BERGUEDÀ,145,MANRESA 1,1,Dona,Positiu TAR,3
19/07/2022,6700,CATALUNYA CENTRAL,6763,SOLSONÈS-BAGES-BERGUEDÀ,096,CARDONA,1,Dona,Positiu PCR,1
19/07/2022,6700,CATALUNYA CENTRAL,6735,ANOIA,337,CAPELLADES,1,Dona,Positiu PCR,3
19/07/2022,6700,CATALUNYA CENTRAL,6745,OSONA,212,SANT HIPÒLIT DE VOLTREGÀ,1,Dona,Positiu TAR,1
19/07/2022,6700,CATALUNYA CENTRAL,6745,OSONA,350,VIC-1 NORD,1,Dona,Positiu TAR,2
19/07/2022,6700,CATALUNYA CENTRAL,6745,OSONA,351,VIC-2 SUD,0,Home,Positiu TAR,1
19/07/2022,6700,CATALUNYA CENTRAL,6763,SOLSONÈS-BAGES-BERGUEDÀ,098,MONTSERRAT,1,Dona,Positiu TAR,2
19/07/2022,6700,CATALUNYA CENTRAL,6763,SOLSONÈS-BAGES-BERGUEDÀ,011,ARTÉS,1,Dona,Positiu PCR,1
19/07/2022,6700,CATALUNYA CENTRAL,6745,OSONA,144,MANLLEU,0,Home,Positiu TAR,1
19/07/2022,6700,CATALUNYA CENTRAL,6763,SOLSONÈS-BAGES-BERGUEDÀ,219,SANT VICENÇ DE CASTELLET,0,Home,Positiu TAR,1
19/07/2022,6700,CATALUNYA CENTRAL,6763,SOLSONÈS-BAGES-BERGUEDÀ,130,ALT BERGUEDÀ,1,Dona,Positiu TAR,1
19/07/2022,6700,CATALUNYA CENTRAL,6763,SOLSONÈS-BAGES-BERGUEDÀ,098,MONTSERRAT,0,Home,Positiu TAR,2
19/07/2022,6700,CATALUNYA CENTRAL,6745,OSONA,350,VIC-1 NORD,0,Home,Positiu TAR,2
19/07/2022,6700,CATALUNYA CENTRAL,6745,OSONA,377,RODA DE TER,0,Home,Positiu PCR,1
19/07/2022,6700,CATALUNYA CENTRAL,6763,SOLSONÈS-BAGES-BERGUEDÀ,082,BERGA,0,Home,Positiu TAR,2
19/07/2022,6700,CATALUNYA CENTRAL,6735,ANOIA,338,PIERA,1,Dona,Positiu TAR,2
19/07/2022,6700,CATALUNYA CENTRAL,6745,OSONA,144,MANLLEU,1,Dona,Positiu PCR,2
19/07/2022,6700,CATALUNYA CENTRAL,6763,SOLSONÈS-BAGES-BERGUEDÀ,215,SANT JOAN DE VILATORRADA,1,Dona,Positiu TAR,3
19/07/2022,6700,CATALUNYA CENTRAL,6763,SOLSONÈS-BAGES-BERGUEDÀ,148,MANRESA 4,0,Home,Positiu PCR,1
19/07/2022,6700,CATALUNYA CENTRAL,6745,OSONA,217,SANT QUIRZE DE BESORA,0,Home,Positiu TAR,1
19/07/2022,6700,CATALUNYA CENTRAL,6763,SOLSONÈS-BAGES-BERGUEDÀ,146,MANRESA 2,0,Home,Positiu PCR,3
19/07/2022,6700,CATALUNYA CENTRAL,6763,SOLSONÈS-BAGES-BERGUEDÀ,011,ARTÉS,1,Dona,Positiu TAR,1
19/07/2022,6400,GIRONA,6462,GIRONA SUD,085,BLANES,1,Dona,Positiu TAR,5
19/07/2022,6400,GIRONA,6461,GIRONA NORD,187,RIPOLL-SANT JOAN DE LES ABADESSES,1,Dona,Positiu TAR,1
19/07/2022,6400,GIRONA,6462,GIRONA SUD,199,SALT,1,Dona,Positiu TAR,2
19/07/2022,6400,GIRONA,6462,GIRONA SUD,090,CALELLA,1,Dona,Positiu TAR,1
19/07/2022,6400,GIRONA,6462,GIRONA SUD,143,MALGRAT DE MAR,0,Home,Positiu PCR,1
19/07/2022,6400,GIRONA,6462,GIRONA SUD,221,SANTA COLOMA DE FARNERS,1,Dona,Positiu PCR,1
19/07/2022,6400,GIRONA,6461,GIRONA NORD,258,TORROELLA DE MONTGRÍ,1,Dona,Positiu PCR,1
19/07/2022,6400,GIRONA,6462,GIRONA SUD,125,GIRONA 2,0,Home,Positiu PCR,1
19/07/2022,6400,GIRONA,6461,GIRONA NORD,172,PALAFRUGELL,1,Dona,Positiu TAR,1
19/07/2022,6400,GIRONA,6462,GIRONA SUD,142,LLORET DE MAR,0,Home,Positiu PCR,1
19/07/2022,6400,GIRONA,6462,GIRONA SUD,143,MALGRAT DE MAR,1,Dona,Positiu TAR,1
19/07/2022,6400,GIRONA,6462,GIRONA SUD,199,SALT,0,Home,Positiu TAR,4
19/07/2022,6400,GIRONA,6461,GIRONA NORD,187,RIPOLL-SANT JOAN DE LES ABADESSES,0,Home,Positiu TAR,1
19/07/2022,6400,GIRONA,6462,GIRONA SUD,085,BLANES,0,Home,Positiu TAR,3
19/07/2022,6400,GIRONA,6461,GIRONA NORD,119,FIGUERES,1,Dona,Positiu PCR,2
19/07/2022,6400,GIRONA,6462,GIRONA SUD,100,CASSÀ DE LA SELVA,0,Home,Positiu PCR,2
19/07/2022,6400,GIRONA,6462,GIRONA SUD,142,LLORET DE MAR,1,Dona,Positiu TAR,3
19/07/2022,6400,GIRONA,6462,GIRONA SUD,231,SARRIÀ DE TER,1,Dona,Positiu PCR,1
19/07/2022,6400,GIRONA,6462,GIRONA SUD,093,CANET DE MAR,1,Dona,Positiu TAR,1
19/07/2022,6400,GIRONA,6462,GIRONA SUD,090,CALELLA,0,Home,Positiu TAR,2
19/07/2022,6400,GIRONA,6462,GIRONA SUD,126,GIRONA 3,1,Dona,Positiu PCR,2
19/07/2022,6400,GIRONA,6461,GIRONA NORD,189,ROSES,1,Dona,Positiu TAR,2
19/07/2022,6400,GIRONA,6461,GIRONA NORD,083,BESALÚ,0,Home,Positiu TAR,1
19/07/2022,6400,GIRONA,6461,GIRONA NORD,258,TORROELLA DE MONTGRÍ,1,Dona,Positiu TAR,6
19/07/2022,6400,GIRONA,6461,GIRONA NORD,084,LA BISBAL D'EMPORDÀ,1,Dona,Positiu PCR,1
19/07/2022,6400,GIRONA,6461,GIRONA NORD,172,PALAFRUGELL,0,Home,Positiu PCR,1
19/07/2022,6400,GIRONA,6461,GIRONA NORD,171,OLOT,1,Dona,Positiu TAR,2
19/07/2022,6400,GIRONA,6462,GIRONA SUD,221,SANTA COLOMA DE FARNERS,0,Home,Positiu TAR,2
19/07/2022,6400,GIRONA,6461,GIRONA NORD,133,LA JONQUERA,0,Home,Positiu TAR,1
19/07/2022,6400,GIRONA,6462,GIRONA SUD,008,ARBÚCIES/SANT HILARI,0,Home,Positiu PCR,1
19/07/2022,6400,GIRONA,6462,GIRONA SUD,221,SANTA COLOMA DE FARNERS,1,Dona,Positiu TAR,1
19/07/2022,6400,GIRONA,6461,GIRONA NORD,189,ROSES,0,Home,Positiu PCR,1
19/07/2022,6400,GIRONA,6462,GIRONA SUD,100,CASSÀ DE LA SELVA,1,Dona,Positiu TAR,2
19/07/2022,6400,GIRONA,6461,GIRONA NORD,173,PALAMÓS,1,Dona,Positiu PCR,5
19/07/2022,6400,GIRONA,6461,GIRONA NORD,172,PALAFRUGELL,1,Dona,Positiu PCR,1
19/07/2022,6400,GIRONA,6461,GIRONA NORD,119,FIGUERES,1,Dona,Positiu TAR,1
19/07/2022,6400,GIRONA,6462,GIRONA SUD,234,SILS/VIDRERES/MAÇANET DE LA SELVA,1,Dona,Positiu TAR,3
19/07/2022,6400,GIRONA,6462,GIRONA SUD,127,GIRONA 4,1,Dona,Positiu PCR,4
19/07/2022,6400,GIRONA,6461,GIRONA NORD,172,PALAFRUGELL,0,Home,Positiu TAR,2
19/07/2022,6400,GIRONA,6461,GIRONA NORD,258,TORROELLA DE MONTGRÍ,0,Home,Positiu TAR,4
19/07/2022,6400,GIRONA,6461,GIRONA NORD,267,VILAFANT,0,Home,Positiu TAR,2
19/07/2022,6400,GIRONA,6462,GIRONA SUD,126,GIRONA 3,0,Home,Positiu TAR,1
19/07/2022,6400,GIRONA,6461,GIRONA NORD,173,PALAMÓS,1,Dona,Positiu TAR,6
19/07/2022,6400,GIRONA,6462,GIRONA SUD,124,GIRONA 1,0,Home,Positiu PCR,1
19/07/2022,6400,GIRONA,6462,GIRONA SUD,093,CANET DE MAR,0,Home,Positiu PCR,1
19/07/2022,6400,GIRONA,6461,GIRONA NORD,208,SANT FELIU DE GUÍXOLS,1,Dona,Positiu PCR,1
19/07/2022,6400,GIRONA,6461,GIRONA NORD,171,OLOT,1,Dona,Positiu PCR,2
19/07/2022,6400,GIRONA,6461,GIRONA NORD,171,OLOT,0,Home,Positiu PCR,2
19/07/2022,6400,GIRONA,6461,GIRONA NORD,119,FIGUERES,0,Home,Positiu TAR,2
19/07/2022,6400,GIRONA,6461,GIRONA NORD,208,SANT FELIU DE GUÍXOLS,1,Dona,Positiu TAR,6
19/07/2022,6400,GIRONA,6462,GIRONA SUD,125,GIRONA 2,1,Dona,Positiu TAR,2
19/07/2022,6400,GIRONA,6461,GIRONA NORD,267,VILAFANT,1,Dona,Positiu PCR,2
19/07/2022,6400,GIRONA,6462,GIRONA SUD,325,PINEDA,1,Dona,Positiu TAR,1
19/07/2022,6400,GIRONA,6461,GIRONA NORD,177,PERALADA,0,Home,Positiu TAR,3
19/07/2022,6400,GIRONA,6462,GIRONA SUD,101,CELRÀ,0,Home,Positiu TAR,1
19/07/2022,6400,GIRONA,6461,GIRONA NORD,208,SANT FELIU DE GUÍXOLS,0,Home,Positiu TAR,5
19/07/2022,6400,GIRONA,6462,GIRONA SUD,234,SILS/VIDRERES/MAÇANET DE LA SELVA,0,Home,Positiu TAR,3
19/07/2022,6400,GIRONA,6461,GIRONA NORD,267,VILAFANT,1,Dona,Positiu TAR,3
19/07/2022,6400,GIRONA,6462,GIRONA SUD,325,PINEDA,0,Home,Positiu TAR,2
19/07/2022,6400,GIRONA,6462,GIRONA SUD,336,TORDERA,0,Home,Positiu TAR,1
19/07/2022,6400,GIRONA,6462,GIRONA SUD,142,LLORET DE MAR,0,Home,Positiu TAR,2
19/07/2022,6400,GIRONA,6461,GIRONA NORD,092,CAMPRODON,1,Dona,Positiu TAR,1
19/07/2022,6400,GIRONA,6462,GIRONA SUD,125,GIRONA 2,0,Home,Positiu TAR,1
19/07/2022,6400,GIRONA,6462,GIRONA SUD,085,BLANES,0,Home,Positiu PCR,1
19/07/2022,6400,GIRONA,6462,GIRONA SUD,100,CASSÀ DE LA SELVA,0,Home,Positiu TAR,2
19/07/2022,6400,GIRONA,6461,GIRONA NORD,187,RIPOLL-SANT JOAN DE LES ABADESSES,1,Dona,Positiu PCR,1
19/07/2022,6400,GIRONA,6462,GIRONA SUD,199,SALT,0,Home,Positiu PCR,1
19/07/2022,6400,GIRONA,6461,GIRONA NORD,171,OLOT,0,Home,Positiu TAR,3
19/07/2022,6400,GIRONA,6462,GIRONA SUD,231,SARRIÀ DE TER,1,Dona,Positiu TAR,1
19/07/2022,6400,GIRONA,6462,GIRONA SUD,015,BANYOLES,1,Dona,Positiu TAR,1
19/07/2022,6400,GIRONA,6461,GIRONA NORD,114,L'ESCALA,0,Home,Positiu TAR,1
19/07/2022,6400,GIRONA,6461,GIRONA NORD,189,ROSES,0,Home,Positiu TAR,1
19/07/2022,6400,GIRONA,6461,GIRONA NORD,114,L'ESCALA,0,Home,Positiu PCR,1
19/07/2022,6400,GIRONA,6462,GIRONA SUD,126,GIRONA 3,1,Dona,Positiu TAR,1
19/07/2022,6400,GIRONA,6462,GIRONA SUD,336,TORDERA,1,Dona,Positiu TAR,1
19/07/2022,6100,LLEIDA,6156,LLEIDA,379,LLEIDA 7,1,Dona,Positiu TAR,4
19/07/2022,6100,LLEIDA,6156,LLEIDA,141,LLEIDA RURAL 1-NORD,1,Dona,Positiu TAR,2
19/07/2022,6100,LLEIDA,6156,LLEIDA,245,TÀRREGA,1,Dona,Positiu TAR,2
19/07/2022,6100,LLEIDA,6156,LLEIDA,141,LLEIDA RURAL 1-NORD,1,Dona,Positiu PCR,1
19/07/2022,6100,LLEIDA,6156,LLEIDA,012,ARTESA DE SEGRE,1,Dona,Positiu TAR,1
19/07/2022,6100,LLEIDA,6156,LLEIDA,001,AGRAMUNT,1,Dona,Positiu TAR,2
19/07/2022,6100,LLEIDA,6156,LLEIDA,129,LA GRANADELLA,0,Home,Positiu PCR,1
19/07/2022,6100,LLEIDA,6156,LLEIDA,002,ALCARRÀS,1,Dona,Positiu TAR,1
19/07/2022,6100,LLEIDA,6156,LLEIDA,014,BALAGUER,0,Home,Positiu TAR,1
19/07/2022,6100,LLEIDA,6156,LLEIDA,161,PLA D'URGELL,0,Home,Positiu TAR,4
19/07/2022,6100,LLEIDA,6156,LLEIDA,141,LLEIDA RURAL 1-NORD,0,Home,Positiu TAR,1
19/07/2022,6100,LLEIDA,6156,LLEIDA,181,PONTS,1,Dona,Positiu TAR,1
19/07/2022,6100,LLEIDA,6156,LLEIDA,135,LLEIDA 1,1,Dona,Positiu TAR,2
19/07/2022,6100,LLEIDA,6156,LLEIDA,161,PLA D'URGELL,1,Dona,Positiu PCR,2
19/07/2022,6100,LLEIDA,6156,LLEIDA,245,TÀRREGA,0,Home,Positiu PCR,1
19/07/2022,6100,LLEIDA,6156,LLEIDA,136,LLEIDA 2,1,Dona,Positiu TAR,1
19/07/2022,6100,LLEIDA,6156,LLEIDA,161,PLA D'URGELL,0,Home,Positiu PCR,2
19/07/2022,6100,LLEIDA,6156,LLEIDA,329,LLEIDA RURAL 2-SUD,0,Home,Positiu PCR,1
19/07/2022,6100,LLEIDA,6156,LLEIDA,138,LLEIDA 4,1,Dona,Positiu TAR,4
19/07/2022,6100,LLEIDA,6156,LLEIDA,003,ALFARRÀS/ALMENAR,0,Home,Positiu TAR,3
19/07/2022,6100,LLEIDA,6156,LLEIDA,136,LLEIDA 2,0,Home,Positiu PCR,2
19/07/2022,6100,LLEIDA,6156,LLEIDA,138,LLEIDA 4,0,Home,Positiu TAR,2
19/07/2022,6100,LLEIDA,6156,LLEIDA,086,LES BORGES BLANQUES,1,Dona,Positiu TAR,5
19/07/2022,6100,LLEIDA,6156,LLEIDA,136,LLEIDA 2,1,Dona,Positiu PCR,4
19/07/2022,6100,LLEIDA,6156,LLEIDA,140,LLEIDA 6,1,Dona,Positiu TAR,4
19/07/2022,6100,LLEIDA,6156,LLEIDA,139,LLEIDA 5,0,Home,Positiu TAR,2
19/07/2022,6100,LLEIDA,6156,LLEIDA,086,LES BORGES BLANQUES,1,Dona,Positiu PCR,1
19/07/2022,6100,LLEIDA,6156,LLEIDA,141,LLEIDA RURAL 1-NORD,0,Home,Positiu PCR,1
19/07/2022,6100,LLEIDA,6156,LLEIDA,137,LLEIDA 3,0,Home,Positiu PCR,1
19/07/2022,6100,LLEIDA,6156,LLEIDA,161,PLA D'URGELL,1,Dona,Positiu TAR,3
19/07/2022,6100,LLEIDA,6156,LLEIDA,136,LLEIDA 2,0,Home,Positiu TAR,4
19/07/2022,6100,LLEIDA,6156,LLEIDA,181,PONTS,0,Home,Positiu PCR,1
19/07/2022,6100,LLEIDA,6156,LLEIDA,139,LLEIDA 5,1,Dona,Positiu TAR,3
19/07/2022,6100,LLEIDA,6156,LLEIDA,334,ALMACELLES,1,Dona,Positiu TAR,5
19/07/2022,6100,LLEIDA,6156,LLEIDA,329,LLEIDA RURAL 2-SUD,1,Dona,Positiu PCR,1
19/07/2022,6100,LLEIDA,6156,LLEIDA,334,ALMACELLES,0,Home,Positiu TAR,1
19/07/2022,6100,LLEIDA,6156,LLEIDA,139,LLEIDA 5,1,Dona,Positiu PCR,1
19/07/2022,6100,LLEIDA,6156,LLEIDA,014,BALAGUER,1,Dona,Positiu TAR,4
19/07/2022,6100,LLEIDA,6156,LLEIDA,140,LLEIDA 6,0,Home,Positiu TAR,3
19/07/2022,6100,LLEIDA,6156,LLEIDA,137,LLEIDA 3,1,Dona,Positiu PCR,2
19/07/2022,6100,LLEIDA,6156,LLEIDA,137,LLEIDA 3,1,Dona,Positiu TAR,3
19/07/2022,6100,LLEIDA,6156,LLEIDA,002,ALCARRÀS,1,Dona,Positiu PCR,3
19/07/2022,6100,LLEIDA,6156,LLEIDA,334,ALMACELLES,1,Dona,Positiu PCR,5
19/07/2022,6100,LLEIDA,6156,LLEIDA,106,CERVERA,0,Home,Positiu TAR,2
19/07/2022,6100,LLEIDA,6156,LLEIDA,379,LLEIDA 7,0,Home,Positiu TAR,4
19/07/2022,6100,LLEIDA,6156,LLEIDA,137,LLEIDA 3,0,Home,Positiu TAR,2
19/07/2022,6100,LLEIDA,6156,LLEIDA,001,AGRAMUNT,0,Home,Positiu TAR,1
19/07/2022,6100,LLEIDA,6156,LLEIDA,140,LLEIDA 6,1,Dona,Positiu PCR,2
19/07/2022,6100,LLEIDA,6156,LLEIDA,106,CERVERA,1,Dona,Positiu TAR,1
19/07/2022,6100,LLEIDA,6156,LLEIDA,135,LLEIDA 1,0,Home,Positiu TAR,1
19/07/2022,6100,LLEIDA,6156,LLEIDA,245,TÀRREGA,0,Home,Positiu TAR,5
19/07/2022,6100,LLEIDA,6156,LLEIDA,245,TÀRREGA,1,Dona,Positiu PCR,1
19/07/2022,7802,METROPOLITANA NORD,7844,VALLÈS OCCIDENTAL EST,392,POLINYÀ-SENTMENAT,1,Dona,Positiu PCR,2
19/07/2022,7802,METROPOLITANA NORD,7842,VALLÈS ORIENTAL,349,MOLLET DEL VALLÈS-2 OEST,1,Dona,Positiu PCR,1
19/07/2022,7802,METROPOLITANA NORD,7842,VALLÈS ORIENTAL,175,PARETS DEL VALLÈS,0,Home,Positiu TAR,2
19/07/2022,7802,METROPOLITANA NORD,7867,BARCELONÈS NORD I MARESME,009,ARENYS DE MAR,0,Home,Positiu PCR,1
19/07/2022,7802,METROPOLITANA NORD,7867,BARCELONÈS NORD I MARESME,279,BADALONA 8,1,Dona,Positiu PCR,1
19/07/2022,7802,METROPOLITANA NORD,7843,VALLÈS OCCIDENTAL OEST,247,TERRASSA A,0,Home,Positiu TAR,2
19/07/2022,7802,METROPOLITANA NORD,7867,BARCELONÈS NORD I MARESME,282,BADALONA 11,1,Dona,Positiu TAR,2
19/07/2022,7802,METROPOLITANA NORD,7867,BARCELONÈS NORD I MARESME,279,BADALONA 8,1,Dona,Positiu TAR,1
19/07/2022,7802,METROPOLITANA NORD,7842,VALLÈS ORIENTAL,348,MOLLET DEL VALLÈS-EST,1,Dona,Positiu TAR,2
19/07/2022,7802,METROPOLITANA NORD,7842,VALLÈS ORIENTAL,121,LA GARRIGA,0,Home,Positiu TAR,2
19/07/2022,7802,METROPOLITANA NORD,7844,VALLÈS OCCIDENTAL EST,191,SABADELL 1B,1,Dona,Positiu TAR,1
19/07/2022,7802,METROPOLITANA NORD,7842,VALLÈS ORIENTAL,287,GRANOLLERS 4 - SUD,1,Dona,Positiu PCR,1
19/07/2022,7802,METROPOLITANA NORD,7842,VALLÈS ORIENTAL,285,GRANOLLERS 2 - NORD,0,Home,Positiu TAR,1
19/07/2022,7802,METROPOLITANA NORD,7844,VALLÈS OCCIDENTAL EST,196,SABADELL 5,1,Dona,Positiu TAR,2
19/07/2022,7802,METROPOLITANA NORD,7843,VALLÈS OCCIDENTAL OEST,378,RUBÍ 3,0,Home,Positiu TAR,1
19/07/2022,7802,METROPOLITANA NORD,7867,BARCELONÈS NORD I MARESME,225,SANTA COLOMA DE GRAMENET 4,0,Home,Positiu TAR,3
19/07/2022,7802,METROPOLITANA NORD,7867,BARCELONÈS NORD I MARESME,186,PREMIÀ DE MAR,0,Home,Positiu TAR,1
19/07/2022,7802,METROPOLITANA NORD,7844,VALLÈS OCCIDENTAL EST,198,SABADELL 7,1,Dona,Positiu TAR,1
19/07/2022,7802,METROPOLITANA NORD,7843,VALLÈS OCCIDENTAL OEST,248,TERRASSA B,1,Dona,Positiu TAR,1
19/07/2022,7802,METROPOLITANA NORD,7842,VALLÈS ORIENTAL,230,SANTA PERPÈTUA DE LA MOGODA,0,Home,Positiu TAR,2
19/07/2022,7802,METROPOLITANA NORD,7844,VALLÈS OCCIDENTAL EST,192,SABADELL 2,1,Dona,Positiu TAR,4
19/07/2022,7802,METROPOLITANA NORD,7843,VALLÈS OCCIDENTAL OEST,363,SANT QUIRZE DEL VALLÈS,1,Dona,Positiu TAR,1
19/07/2022,7802,METROPOLITANA NORD,7844,VALLÈS OCCIDENTAL EST,193,SABADELL 3A,1,Dona,Positiu TAR,2
19/07/2022,7802,METROPOLITANA NORD,7844,VALLÈS OCCIDENTAL EST,392,POLINYÀ-SENTMENAT,0,Home,Positiu TAR,1
19/07/2022,7802,METROPOLITANA NORD,7844,VALLÈS OCCIDENTAL EST,193,SABADELL 3A,0,Home,Positiu TAR,1
19/07/2022,7802,METROPOLITANA NORD,7867,BARCELONÈS NORD I MARESME,319,MONTGAT,1,Dona,Positiu TAR,1
19/07/2022,7802,METROPOLITANA NORD,7844,VALLÈS OCCIDENTAL EST,322,CIUTAT BADIA,1,Dona,Positiu TAR,2
19/07/2022,7802,METROPOLITANA NORD,7842,VALLÈS ORIENTAL,150,MARTORELLES,0,Home,Positiu TAR,2
19/07/2022,7802,METROPOLITANA NORD,7867,BARCELONÈS NORD I MARESME,342,BADALONA 7B,1,Dona,Positiu PCR,2
19/07/2022,7802,METROPOLITANA NORD,7842,VALLÈS ORIENTAL,286,GRANOLLERS 3 - CENTRE EST,1,Dona,Positiu PCR,2
19/07/2022,7802,METROPOLITANA NORD,7867,BARCELONÈS NORD I MARESME,224,SANTA COLOMA DE GRAMENET 3,0,Home,Positiu PCR,1
19/07/2022,7802,METROPOLITANA NORD,7867,BARCELONÈS NORD I MARESME,155,MATARÓ 4,1,Dona,PCR probable,1
19/07/2022,7802,METROPOLITANA NORD,7843,VALLÈS OCCIDENTAL OEST,388,SANT CUGAT DEL VALLÈS-1,1,Dona,Positiu TAR,6
19/07/2022,7802,METROPOLITANA NORD,7867,BARCELONÈS NORD I MARESME,223,SANTA COLOMA DE GRAMENET 2,0,Home,Positiu TAR,1
19/07/2022,7802,METROPOLITANA NORD,7842,VALLÈS ORIENTAL,391,PALAU-SOLITÀ I PLEGAMANS,1,Dona,Positiu PCR,1
