TipusCasData,RegioSanitariaCodi,RegioSanitariaDescripcio,SectorSanitariCodi,SectorSanitariDescripcio,ABSCodi,ABSDescripcio,SexeCodi,SexeDescripcio,TipusCasDescripcio,NumCasos
25/07/2022,7100,ALT PIRINEU I ARAN,7164,ALT PIRINEU,174,PALLARS SOBIRÀ,0,Home,Positiu TAR,2
25/07/2022,7100,ALT PIRINEU I ARAN,7164,ALT PIRINEU,233,LA SEU D'URGELL,1,Dona,Positiu PCR,1
25/07/2022,7100,ALT PIRINEU I ARAN,7164,ALT PIRINEU,233,LA SEU D'URGELL,0,Home,Positiu PCR,1
25/07/2022,7100,ALT PIRINEU I ARAN,7164,ALT PIRINEU,103,LA CERDANYA,1,Dona,Positiu TAR,2
25/07/2022,7100,ALT PIRINEU I ARAN,7107,ARAN,007,ARAN,0,Home,Positiu TAR,1
25/07/2022,7100,ALT PIRINEU I ARAN,7164,ALT PIRINEU,169,ALT URGELL-SUD,1,Dona,Positiu TAR,1
25/07/2022,7100,ALT PIRINEU I ARAN,7164,ALT PIRINEU,259,TREMP,0,Home,Positiu TAR,1
25/07/2022,7100,ALT PIRINEU I ARAN,7164,ALT PIRINEU,259,TREMP,1,Dona,Positiu TAR,1
25/07/2022,7803,BARCELONA CIUTAT,7847,BARCELONA SANT MARTÍ,331,BARCELONA 10-J,0,Home,Positiu TAR,1
25/07/2022,7803,BARCELONA CIUTAT,7849,BARCELONA SANTS-MONTJUÏC,032,BARCELONA 3-A,0,Home,Positiu PCR,1
25/07/2022,7803,BARCELONA CIUTAT,7846,BARCELONA CIUTAT VELLA,020,BARCELONA 1-E,0,Home,Positiu TAR,1
25/07/2022,7803,BARCELONA CIUTAT,7851,BARCELONA EIXAMPLE,022,BARCELONA 2-B,1,Dona,Positiu TAR,1
25/07/2022,7803,BARCELONA CIUTAT,7850,BARCELONA SARRIÀ-SANT GERVASI,046,BARCELONA 5-E,1,Dona,Positiu TAR,1
25/07/2022,7803,BARCELONA CIUTAT,7851,BARCELONA EIXAMPLE,027,BARCELONA 2-G,1,Dona,Positiu TAR,1
25/07/2022,7803,BARCELONA CIUTAT,7854,BARCELONA NOU BARRIS,402,BARCELONA 8-K,1,Dona,Positiu TAR,1
25/07/2022,7803,BARCELONA CIUTAT,7851,BARCELONA EIXAMPLE,023,BARCELONA 2-C,1,Dona,Positiu TAR,3
25/07/2022,7803,BARCELONA CIUTAT,7853,BARCELONA HORTA-GUINARDÓ,054,BARCELONA 7-D,1,Dona,Positiu PCR,1
25/07/2022,7803,BARCELONA CIUTAT,7853,BARCELONA HORTA-GUINARDÓ,326,BARCELONA 7-G,1,Dona,Positiu TAR,4
25/07/2022,7803,BARCELONA CIUTAT,7847,BARCELONA SANT MARTÍ,079,BARCELONA 10-I,0,Home,Positiu TAR,1
25/07/2022,7803,BARCELONA CIUTAT,7851,BARCELONA EIXAMPLE,028,BARCELONA 2-H,0,Home,Positiu PCR,1
25/07/2022,7803,BARCELONA CIUTAT,7854,BARCELONA NOU BARRIS,063,BARCELONA 8-G,0,Home,Positiu TAR,3
25/07/2022,7803,BARCELONA CIUTAT,7853,BARCELONA HORTA-GUINARDÓ,326,BARCELONA 7-G,0,Home,Positiu PCR,1
25/07/2022,7803,BARCELONA CIUTAT,7854,BARCELONA NOU BARRIS,062,BARCELONA 8-F,0,Home,Positiu TAR,1
25/07/2022,7803,BARCELONA CIUTAT,7851,BARCELONA EIXAMPLE,029,BARCELONA 2-I,1,Dona,Positiu TAR,1
25/07/2022,7803,BARCELONA CIUTAT,7851,BARCELONA EIXAMPLE,027,BARCELONA 2-G,0,Home,Positiu PCR,2
25/07/2022,7803,BARCELONA CIUTAT,7849,BARCELONA SANTS-MONTJUÏC,034,BARCELONA 3-C,1,Dona,Positiu TAR,2
25/07/2022,7803,BARCELONA CIUTAT,7852,BARCELONA GRÀCIA,047,BARCELONA 6-A,1,Dona,Positiu TAR,1
25/07/2022,7803,BARCELONA CIUTAT,7846,BARCELONA CIUTAT VELLA,019,BARCELONA 1-D,0,Home,Positiu TAR,1
25/07/2022,7803,BARCELONA CIUTAT,7851,BARCELONA EIXAMPLE,021,BARCELONA 2-A,0,Home,Positiu TAR,1
25/07/2022,7803,BARCELONA CIUTAT,7851,BARCELONA EIXAMPLE,021,BARCELONA 2-A,1,Dona,Positiu TAR,2
25/07/2022,7803,BARCELONA CIUTAT,7853,BARCELONA HORTA-GUINARDÓ,051,BARCELONA 7-A,0,Home,Positiu TAR,2
25/07/2022,7803,BARCELONA CIUTAT,7844,VALLÈS OCCIDENTAL EST,302,MONTCADA I REIXAC,1,Dona,Positiu TAR,2
25/07/2022,7803,BARCELONA CIUTAT,7850,BARCELONA SARRIÀ-SANT GERVASI,045,BARCELONA 5-D,1,Dona,Positiu TAR,2
25/07/2022,7803,BARCELONA CIUTAT,7855,BARCELONA SANT ANDREU,067,BARCELONA 9-C,1,Dona,Positiu TAR,3
25/07/2022,7803,BARCELONA CIUTAT,7852,BARCELONA GRÀCIA,050,BARCELONA 6-D,1,Dona,Positiu TAR,1
25/07/2022,7803,BARCELONA CIUTAT,7854,BARCELONA NOU BARRIS,327,BARCELONA 8-I,1,Dona,Positiu TAR,3
25/07/2022,7803,BARCELONA CIUTAT,7850,BARCELONA SARRIÀ-SANT GERVASI,044,BARCELONA 5-C,0,Home,Positiu PCR,1
25/07/2022,7803,BARCELONA CIUTAT,7854,BARCELONA NOU BARRIS,385,BARCELONA 8-J,0,Home,Positiu TAR,1
25/07/2022,7803,BARCELONA CIUTAT,7855,BARCELONA SANT ANDREU,396,BARCELONA 9-I,1,Dona,Positiu TAR,5
25/07/2022,7803,BARCELONA CIUTAT,7854,BARCELONA NOU BARRIS,064,BARCELONA 8-H,1,Dona,Positiu TAR,1
25/07/2022,7803,BARCELONA CIUTAT,7854,BARCELONA NOU BARRIS,385,BARCELONA 8-J,0,Home,Positiu PCR,1
25/07/2022,7803,BARCELONA CIUTAT,7854,BARCELONA NOU BARRIS,402,BARCELONA 8-K,0,Home,Positiu PCR,1
25/07/2022,7803,BARCELONA CIUTAT,7851,BARCELONA EIXAMPLE,030,BARCELONA 2-J,1,Dona,Positiu TAR,1
25/07/2022,7803,BARCELONA CIUTAT,7847,BARCELONA SANT MARTÍ,076,BARCELONA 10-F,1,Dona,Positiu TAR,1
25/07/2022,7803,BARCELONA CIUTAT,7854,BARCELONA NOU BARRIS,062,BARCELONA 8-F,1,Dona,Positiu TAR,2
25/07/2022,7803,BARCELONA CIUTAT,7848,BARCELONA LES CORTS,039,BARCELONA 4-A,1,Dona,Positiu TAR,1
25/07/2022,7803,BARCELONA CIUTAT,7855,BARCELONA SANT ANDREU,070,BARCELONA 9-F,1,Dona,Positiu TAR,1
25/07/2022,7803,BARCELONA CIUTAT,7847,BARCELONA SANT MARTÍ,072,BARCELONA 10-B,1,Dona,Positiu TAR,1
25/07/2022,7803,BARCELONA CIUTAT,7847,BARCELONA SANT MARTÍ,072,BARCELONA 10-B,0,Home,Positiu TAR,2
25/07/2022,7803,BARCELONA CIUTAT,7855,BARCELONA SANT ANDREU,396,BARCELONA 9-I,0,Home,Positiu TAR,1
25/07/2022,7803,BARCELONA CIUTAT,7851,BARCELONA EIXAMPLE,031,BARCELONA 2-K,1,Dona,Positiu PCR,1
25/07/2022,7803,BARCELONA CIUTAT,7854,BARCELONA NOU BARRIS,403,BARCELONA 8-L,1,Dona,Positiu TAR,2
25/07/2022,7803,BARCELONA CIUTAT,7854,BARCELONA NOU BARRIS,059,BARCELONA 8-C,0,Home,Positiu PCR,1
25/07/2022,7803,BARCELONA CIUTAT,7848,BARCELONA LES CORTS,041,BARCELONA 4-C,1,Dona,Positiu PCR,1
25/07/2022,7803,BARCELONA CIUTAT,7849,BARCELONA SANTS-MONTJUÏC,038,BARCELONA 3-G,0,Home,Positiu TAR,3
25/07/2022,7803,BARCELONA CIUTAT,7848,BARCELONA LES CORTS,039,BARCELONA 4-A,0,Home,Positiu TAR,3
25/07/2022,7803,BARCELONA CIUTAT,7847,BARCELONA SANT MARTÍ,331,BARCELONA 10-J,1,Dona,Positiu TAR,2
25/07/2022,7803,BARCELONA CIUTAT,7855,BARCELONA SANT ANDREU,395,BARCELONA 9-H,1,Dona,Positiu TAR,1
25/07/2022,7803,BARCELONA CIUTAT,7844,VALLÈS OCCIDENTAL EST,302,MONTCADA I REIXAC,0,Home,Positiu PCR,1
25/07/2022,7803,BARCELONA CIUTAT,7854,BARCELONA NOU BARRIS,059,BARCELONA 8-C,1,Dona,Positiu TAR,2
25/07/2022,7803,BARCELONA CIUTAT,7855,BARCELONA SANT ANDREU,069,BARCELONA 9-E,1,Dona,Positiu TAR,2
25/07/2022,7803,BARCELONA CIUTAT,7848,BARCELONA LES CORTS,041,BARCELONA 4-C,1,Dona,Positiu TAR,1
25/07/2022,7803,BARCELONA CIUTAT,7848,BARCELONA LES CORTS,040,BARCELONA 4-B,0,Home,Positiu TAR,1
25/07/2022,7803,BARCELONA CIUTAT,7846,BARCELONA CIUTAT VELLA,019,BARCELONA 1-D,1,Dona,Positiu TAR,1
25/07/2022,7803,BARCELONA CIUTAT,7855,BARCELONA SANT ANDREU,069,BARCELONA 9-E,0,Home,Positiu PCR,1
25/07/2022,7803,BARCELONA CIUTAT,7849,BARCELONA SANTS-MONTJUÏC,400,BARCELONA 3-I,1,Dona,Positiu TAR,2
25/07/2022,7803,BARCELONA CIUTAT,7853,BARCELONA HORTA-GUINARDÓ,055,BARCELONA 7-E,0,Home,Positiu TAR,2
25/07/2022,7803,BARCELONA CIUTAT,7852,BARCELONA GRÀCIA,050,BARCELONA 6-D,0,Home,Positiu TAR,1
25/07/2022,7803,BARCELONA CIUTAT,7852,BARCELONA GRÀCIA,358,BARCELONA-6E,0,Home,Positiu TAR,1
25/07/2022,7803,BARCELONA CIUTAT,7854,BARCELONA NOU BARRIS,064,BARCELONA 8-H,0,Home,Positiu TAR,1
25/07/2022,7803,BARCELONA CIUTAT,7855,BARCELONA SANT ANDREU,065,BARCELONA 9-A,1,Dona,Positiu TAR,3
25/07/2022,7803,BARCELONA CIUTAT,7849,BARCELONA SANTS-MONTJUÏC,035,BARCELONA 3-D,1,Dona,Positiu TAR,2
25/07/2022,7803,BARCELONA CIUTAT,7854,BARCELONA NOU BARRIS,063,BARCELONA 8-G,1,Dona,Positiu TAR,3
25/07/2022,7803,BARCELONA CIUTAT,7848,BARCELONA LES CORTS,040,BARCELONA 4-B,1,Dona,Positiu TAR,1
25/07/2022,7803,BARCELONA CIUTAT,7851,BARCELONA EIXAMPLE,027,BARCELONA 2-G,0,Home,Positiu TAR,1
25/07/2022,7803,BARCELONA CIUTAT,7849,BARCELONA SANTS-MONTJUÏC,038,BARCELONA 3-G,1,Dona,Positiu TAR,2
25/07/2022,7803,BARCELONA CIUTAT,7847,BARCELONA SANT MARTÍ,075,BARCELONA 10-E,0,Home,Positiu TAR,1
25/07/2022,7803,BARCELONA CIUTAT,7849,BARCELONA SANTS-MONTJUÏC,034,BARCELONA 3-C,0,Home,PCR probable,1
25/07/2022,7803,BARCELONA CIUTAT,7849,BARCELONA SANTS-MONTJUÏC,035,BARCELONA 3-D,1,Dona,Positiu PCR,1
25/07/2022,7803,BARCELONA CIUTAT,7854,BARCELONA NOU BARRIS,059,BARCELONA 8-C,0,Home,Positiu TAR,1
25/07/2022,7803,BARCELONA CIUTAT,7850,BARCELONA SARRIÀ-SANT GERVASI,045,BARCELONA 5-D,0,Home,Positiu TAR,3
25/07/2022,7803,BARCELONA CIUTAT,7847,BARCELONA SANT MARTÍ,075,BARCELONA 10-E,1,Dona,Positiu TAR,2
25/07/2022,7803,BARCELONA CIUTAT,7853,BARCELONA HORTA-GUINARDÓ,052,BARCELONA 7-B,1,Dona,Positiu PCR,1
25/07/2022,7803,BARCELONA CIUTAT,7853,BARCELONA HORTA-GUINARDÓ,055,BARCELONA 7-E,1,Dona,Positiu TAR,3
25/07/2022,7803,BARCELONA CIUTAT,7847,BARCELONA SANT MARTÍ,073,BARCELONA 10-C,1,Dona,Positiu TAR,2
25/07/2022,7803,BARCELONA CIUTAT,7847,BARCELONA SANT MARTÍ,076,BARCELONA 10-F,0,Home,Positiu TAR,1
25/07/2022,7803,BARCELONA CIUTAT,7853,BARCELONA HORTA-GUINARDÓ,054,BARCELONA 7-D,1,Dona,Positiu TAR,1
25/07/2022,7803,BARCELONA CIUTAT,7847,BARCELONA SANT MARTÍ,077,BARCELONA 10-G,0,Home,Positiu PCR,1
25/07/2022,7803,BARCELONA CIUTAT,7844,VALLÈS OCCIDENTAL EST,302,MONTCADA I REIXAC,0,Home,Positiu TAR,1
25/07/2022,7803,BARCELONA CIUTAT,7851,BARCELONA EIXAMPLE,028,BARCELONA 2-H,1,Dona,Positiu TAR,1
25/07/2022,6200,CAMP DE TARRAGONA,6258,TARRAGONÈS-BAIX PENEDÈS,364,TARRAGONA-8,1,Dona,Positiu PCR,1
25/07/2022,6200,CAMP DE TARRAGONA,6259,BAIX CAMP-PRIORAT,188,RIUDOMS,1,Dona,Positiu PCR,1
25/07/2022,6200,CAMP DE TARRAGONA,6258,TARRAGONÈS-BAIX PENEDÈS,241,TARRAGONA 3,1,Dona,Positiu TAR,4
25/07/2022,6200,CAMP DE TARRAGONA,6258,TARRAGONÈS-BAIX PENEDÈS,013,EL VENDRELL,1,Dona,Positiu TAR,3
25/07/2022,6200,CAMP DE TARRAGONA,6258,TARRAGONÈS-BAIX PENEDÈS,314,BAIX PENEDÈS - INTERIOR,1,Dona,Positiu PCR,1
25/07/2022,6200,CAMP DE TARRAGONA,6258,TARRAGONÈS-BAIX PENEDÈS,257,TORREDEMBARRA,1,Dona,Positiu TAR,2
25/07/2022,6200,CAMP DE TARRAGONA,6258,TARRAGONÈS-BAIX PENEDÈS,013,EL VENDRELL,0,Home,Positiu PCR,1
25/07/2022,6200,CAMP DE TARRAGONA,6258,TARRAGONÈS-BAIX PENEDÈS,241,TARRAGONA 3,0,Home,Positiu TAR,1
25/07/2022,6200,CAMP DE TARRAGONA,6258,TARRAGONÈS-BAIX PENEDÈS,340,VILA-SECA,1,Dona,Positiu TAR,2
25/07/2022,6200,CAMP DE TARRAGONA,6259,BAIX CAMP-PRIORAT,303,REUS 1,1,Dona,Positiu TAR,1
25/07/2022,6200,CAMP DE TARRAGONA,6258,TARRAGONÈS-BAIX PENEDÈS,166,EL MORELL,0,Home,Positiu PCR,1
25/07/2022,6200,CAMP DE TARRAGONA,6257,ALT CAMP-CONCA DE BARBERÀ,162,MONTBLANC,0,Home,Positiu TAR,1
25/07/2022,6200,CAMP DE TARRAGONA,6258,TARRAGONÈS-BAIX PENEDÈS,244,TARRAGONA 6,0,Home,Positiu PCR,1
25/07/2022,6200,CAMP DE TARRAGONA,6258,TARRAGONÈS-BAIX PENEDÈS,340,VILA-SECA,0,Home,Positiu TAR,1
25/07/2022,6200,CAMP DE TARRAGONA,6258,TARRAGONÈS-BAIX PENEDÈS,240,TARRAGONA 2,1,Dona,Positiu TAR,4
25/07/2022,6200,CAMP DE TARRAGONA,6259,BAIX CAMP-PRIORAT,087,LES BORGES DEL CAMP,0,Home,Positiu TAR,1
25/07/2022,6200,CAMP DE TARRAGONA,6257,ALT CAMP-CONCA DE BARBERÀ,262,ALT CAMP EST,0,Home,Positiu TAR,1
25/07/2022,6200,CAMP DE TARRAGONA,6258,TARRAGONÈS-BAIX PENEDÈS,244,TARRAGONA 6,1,Dona,Positiu TAR,1
25/07/2022,6200,CAMP DE TARRAGONA,6258,TARRAGONÈS-BAIX PENEDÈS,013,EL VENDRELL,0,Home,Positiu TAR,1
25/07/2022,6200,CAMP DE TARRAGONA,6259,BAIX CAMP-PRIORAT,091,CAMBRILS,0,Home,Positiu TAR,1
25/07/2022,6200,CAMP DE TARRAGONA,6258,TARRAGONÈS-BAIX PENEDÈS,242,TARRAGONA 4,0,Home,Positiu TAR,1
25/07/2022,6200,CAMP DE TARRAGONA,6259,BAIX CAMP-PRIORAT,307,REUS 5,1,Dona,Positiu TAR,3
25/07/2022,6200,CAMP DE TARRAGONA,6257,ALT CAMP-CONCA DE BARBERÀ,263,VALLS URBÀ,0,Home,Positiu TAR,3
25/07/2022,6200,CAMP DE TARRAGONA,6258,TARRAGONÈS-BAIX PENEDÈS,257,TORREDEMBARRA,1,Dona,Positiu PCR,1
25/07/2022,6200,CAMP DE TARRAGONA,6257,ALT CAMP-CONCA DE BARBERÀ,262,ALT CAMP EST,1,Dona,Positiu TAR,1
25/07/2022,6200,CAMP DE TARRAGONA,6258,TARRAGONÈS-BAIX PENEDÈS,240,TARRAGONA 2,0,Home,Positiu PCR,1
25/07/2022,6200,CAMP DE TARRAGONA,6258,TARRAGONÈS-BAIX PENEDÈS,257,TORREDEMBARRA,0,Home,Positiu TAR,2
25/07/2022,6200,CAMP DE TARRAGONA,6259,BAIX CAMP-PRIORAT,304,REUS 2,1,Dona,Positiu PCR,1
25/07/2022,6200,CAMP DE TARRAGONA,6258,TARRAGONÈS-BAIX PENEDÈS,243,TARRAGONA 5,1,Dona,Positiu TAR,1
25/07/2022,6200,CAMP DE TARRAGONA,6259,BAIX CAMP-PRIORAT,307,REUS 5,0,Home,Positiu TAR,1
25/07/2022,6200,CAMP DE TARRAGONA,6257,ALT CAMP-CONCA DE BARBERÀ,263,VALLS URBÀ,1,Dona,Positiu TAR,1
25/07/2022,6200,CAMP DE TARRAGONA,6259,BAIX CAMP-PRIORAT,087,LES BORGES DEL CAMP,1,Dona,Positiu TAR,2
25/07/2022,6200,CAMP DE TARRAGONA,6259,BAIX CAMP-PRIORAT,091,CAMBRILS,0,Home,Positiu PCR,2
25/07/2022,6200,CAMP DE TARRAGONA,6258,TARRAGONÈS-BAIX PENEDÈS,243,TARRAGONA 5,0,Home,Positiu TAR,4
25/07/2022,6200,CAMP DE TARRAGONA,6259,BAIX CAMP-PRIORAT,306,REUS 4,1,Dona,Positiu PCR,1
25/07/2022,6200,CAMP DE TARRAGONA,6258,TARRAGONÈS-BAIX PENEDÈS,352,TARRAGONA-7 (SANT SALVADOR),0,Home,Positiu TAR,1
25/07/2022,6200,CAMP DE TARRAGONA,6259,BAIX CAMP-PRIORAT,091,CAMBRILS,1,Dona,Positiu PCR,1
25/07/2022,6200,CAMP DE TARRAGONA,6257,ALT CAMP-CONCA DE BARBERÀ,162,MONTBLANC,0,Home,Positiu PCR,1
25/07/2022,6200,CAMP DE TARRAGONA,6259,BAIX CAMP-PRIORAT,304,REUS 2,0,Home,Positiu TAR,1
25/07/2022,6700,CATALUNYA CENTRAL,6763,SOLSONÈS-BAGES-BERGUEDÀ,011,ARTÉS,1,Dona,Positiu TAR,1
25/07/2022,6700,CATALUNYA CENTRAL,6763,SOLSONÈS-BAGES-BERGUEDÀ,082,BERGA,0,Home,Positiu PCR,1
25/07/2022,6700,CATALUNYA CENTRAL,6763,SOLSONÈS-BAGES-BERGUEDÀ,082,BERGA,1,Dona,Positiu TAR,1
25/07/2022,6700,CATALUNYA CENTRAL,6763,SOLSONÈS-BAGES-BERGUEDÀ,211,NAVARCLES - SANT FRUITÓS DE BAGES,1,Dona,Positiu PCR,1
25/07/2022,6700,CATALUNYA CENTRAL,6763,SOLSONÈS-BAGES-BERGUEDÀ,128,BAIX BERGUEDÀ,1,Dona,Positiu TAR,1
25/07/2022,6700,CATALUNYA CENTRAL,6763,SOLSONÈS-BAGES-BERGUEDÀ,159,MOIÀ,0,Home,Positiu TAR,1
25/07/2022,6700,CATALUNYA CENTRAL,6763,SOLSONÈS-BAGES-BERGUEDÀ,219,SANT VICENÇ DE CASTELLET,0,Home,Positiu TAR,3
25/07/2022,6700,CATALUNYA CENTRAL,6745,OSONA,212,SANT HIPÒLIT DE VOLTREGÀ,0,Home,Positiu PCR,1
25/07/2022,6700,CATALUNYA CENTRAL,6745,OSONA,351,VIC-2 SUD,0,Home,Positiu TAR,1
25/07/2022,6700,CATALUNYA CENTRAL,6763,SOLSONÈS-BAGES-BERGUEDÀ,211,NAVARCLES - SANT FRUITÓS DE BAGES,1,Dona,Positiu TAR,1
25/07/2022,6700,CATALUNYA CENTRAL,6735,ANOIA,269,VILANOVA DEL CAMÍ,0,Home,Positiu TAR,1
25/07/2022,6700,CATALUNYA CENTRAL,6763,SOLSONÈS-BAGES-BERGUEDÀ,146,MANRESA 2,1,Dona,Positiu TAR,3
25/07/2022,6700,CATALUNYA CENTRAL,6763,SOLSONÈS-BAGES-BERGUEDÀ,145,MANRESA 1,0,Home,Positiu TAR,2
25/07/2022,6700,CATALUNYA CENTRAL,6763,SOLSONÈS-BAGES-BERGUEDÀ,148,MANRESA 4,0,Home,Positiu TAR,1
25/07/2022,6700,CATALUNYA CENTRAL,6763,SOLSONÈS-BAGES-BERGUEDÀ,082,BERGA,1,Dona,Positiu PCR,2
25/07/2022,6700,CATALUNYA CENTRAL,6745,OSONA,212,SANT HIPÒLIT DE VOLTREGÀ,1,Dona,Positiu TAR,1
25/07/2022,6700,CATALUNYA CENTRAL,6745,OSONA,185,LLUÇANÈS,1,Dona,Positiu TAR,1
25/07/2022,6700,CATALUNYA CENTRAL,6745,OSONA,350,VIC-1 NORD,0,Home,Positiu TAR,2
25/07/2022,6700,CATALUNYA CENTRAL,6763,SOLSONÈS-BAGES-BERGUEDÀ,167,NAVÀS/BALSARENY,1,Dona,Positiu TAR,1
25/07/2022,6700,CATALUNYA CENTRAL,6735,ANOIA,337,CAPELLADES,0,Home,Positiu TAR,1
25/07/2022,6700,CATALUNYA CENTRAL,6763,SOLSONÈS-BAGES-BERGUEDÀ,148,MANRESA 4,1,Dona,Positiu TAR,2
25/07/2022,6700,CATALUNYA CENTRAL,6735,ANOIA,229,SANTA MARGARIDA DE MONTBUI,0,Home,Positiu TAR,1
25/07/2022,6700,CATALUNYA CENTRAL,6763,SOLSONÈS-BAGES-BERGUEDÀ,237,SÚRIA,1,Dona,Positiu TAR,1
25/07/2022,6700,CATALUNYA CENTRAL,6745,OSONA,254,VALL DEL GES,0,Home,Positiu TAR,1
25/07/2022,6700,CATALUNYA CENTRAL,6735,ANOIA,131,ANOIA RURAL,1,Dona,Positiu PCR,1
25/07/2022,6700,CATALUNYA CENTRAL,6763,SOLSONÈS-BAGES-BERGUEDÀ,011,ARTÉS,0,Home,Positiu TAR,1
25/07/2022,6700,CATALUNYA CENTRAL,6763,SOLSONÈS-BAGES-BERGUEDÀ,147,MANRESA 3,1,Dona,Positiu PCR,1
25/07/2022,6700,CATALUNYA CENTRAL,6763,SOLSONÈS-BAGES-BERGUEDÀ,147,MANRESA 3,1,Dona,Positiu TAR,2
25/07/2022,6700,CATALUNYA CENTRAL,6763,SOLSONÈS-BAGES-BERGUEDÀ,211,NAVARCLES - SANT FRUITÓS DE BAGES,0,Home,Positiu TAR,2
25/07/2022,6700,CATALUNYA CENTRAL,6763,SOLSONÈS-BAGES-BERGUEDÀ,219,SANT VICENÇ DE CASTELLET,1,Dona,Positiu TAR,1
25/07/2022,6700,CATALUNYA CENTRAL,6745,OSONA,350,VIC-1 NORD,1,Dona,Positiu TAR,1
25/07/2022,6700,CATALUNYA CENTRAL,6763,SOLSONÈS-BAGES-BERGUEDÀ,145,MANRESA 1,1,Dona,Positiu TAR,1
25/07/2022,6700,CATALUNYA CENTRAL,6735,ANOIA,269,VILANOVA DEL CAMÍ,0,Home,Positiu PCR,1
25/07/2022,6700,CATALUNYA CENTRAL,6735,ANOIA,372,IGUALADA-2,1,Dona,Positiu PCR,1
25/07/2022,6700,CATALUNYA CENTRAL,6745,OSONA,238,SANTA EUGÈNIA DE BERGA,0,Home,Positiu TAR,1
25/07/2022,6700,CATALUNYA CENTRAL,6735,ANOIA,371,IGUALADA-1,0,Home,Positiu TAR,3
25/07/2022,6700,CATALUNYA CENTRAL,6763,SOLSONÈS-BAGES-BERGUEDÀ,200,SALLENT,0,Home,Positiu TAR,2
25/07/2022,6700,CATALUNYA CENTRAL,6745,OSONA,238,SANTA EUGÈNIA DE BERGA,0,Home,Positiu PCR,1
25/07/2022,6700,CATALUNYA CENTRAL,6735,ANOIA,269,VILANOVA DEL CAMÍ,1,Dona,Positiu PCR,1
25/07/2022,6700,CATALUNYA CENTRAL,6763,SOLSONÈS-BAGES-BERGUEDÀ,236,EL SOLSONÈS,1,Dona,Positiu TAR,1
25/07/2022,6700,CATALUNYA CENTRAL,6745,OSONA,351,VIC-2 SUD,1,Dona,Positiu TAR,1
25/07/2022,6700,CATALUNYA CENTRAL,6735,ANOIA,131,ANOIA RURAL,1,Dona,Positiu TAR,1
25/07/2022,6400,GIRONA,6462,GIRONA SUD,142,LLORET DE MAR,1,Dona,Positiu TAR,3
25/07/2022,6400,GIRONA,6462,GIRONA SUD,234,SILS/VIDRERES/MAÇANET DE LA SELVA,1,Dona,Positiu TAR,1
25/07/2022,6400,GIRONA,6462,GIRONA SUD,221,SANTA COLOMA DE FARNERS,0,Home,Positiu TAR,2
25/07/2022,6400,GIRONA,6462,GIRONA SUD,221,SANTA COLOMA DE FARNERS,1,Dona,Positiu TAR,3
25/07/2022,6400,GIRONA,6461,GIRONA NORD,208,SANT FELIU DE GUÍXOLS,0,Home,Positiu TAR,1
25/07/2022,6400,GIRONA,6462,GIRONA SUD,336,TORDERA,1,Dona,Positiu TAR,1
25/07/2022,6400,GIRONA,6461,GIRONA NORD,187,RIPOLL-SANT JOAN DE LES ABADESSES,0,Home,Positiu TAR,2
25/07/2022,6400,GIRONA,6461,GIRONA NORD,083,BESALÚ,0,Home,Positiu TAR,1
25/07/2022,6400,GIRONA,6462,GIRONA SUD,100,CASSÀ DE LA SELVA,1,Dona,Positiu TAR,1
25/07/2022,6400,GIRONA,6462,GIRONA SUD,199,SALT,0,Home,Positiu TAR,2
25/07/2022,6400,GIRONA,6462,GIRONA SUD,100,CASSÀ DE LA SELVA,0,Home,Positiu TAR,1
25/07/2022,6400,GIRONA,6462,GIRONA SUD,142,LLORET DE MAR,0,Home,Positiu TAR,1
25/07/2022,6400,GIRONA,6461,GIRONA NORD,208,SANT FELIU DE GUÍXOLS,0,Home,Positiu PCR,1
25/07/2022,6400,GIRONA,6462,GIRONA SUD,143,MALGRAT DE MAR,1,Dona,Positiu TAR,2
25/07/2022,6400,GIRONA,6461,GIRONA NORD,208,SANT FELIU DE GUÍXOLS,1,Dona,Positiu TAR,4
25/07/2022,6400,GIRONA,6462,GIRONA SUD,101,CELRÀ,1,Dona,Positiu TAR,1
25/07/2022,6400,GIRONA,6461,GIRONA NORD,173,PALAMÓS,1,Dona,Positiu TAR,1
25/07/2022,6400,GIRONA,6462,GIRONA SUD,231,SARRIÀ DE TER,0,Home,Positiu TAR,1
25/07/2022,6400,GIRONA,6462,GIRONA SUD,234,SILS/VIDRERES/MAÇANET DE LA SELVA,0,Home,Positiu PCR,1
25/07/2022,6400,GIRONA,6462,GIRONA SUD,008,ARBÚCIES/SANT HILARI,1,Dona,Positiu TAR,1
25/07/2022,6400,GIRONA,6462,GIRONA SUD,085,BLANES,0,Home,Positiu PCR,1
25/07/2022,6400,GIRONA,6462,GIRONA SUD,015,BANYOLES,0,Home,Positiu PCR,1
25/07/2022,6400,GIRONA,6462,GIRONA SUD,090,CALELLA,1,Dona,Positiu TAR,3
25/07/2022,6400,GIRONA,6461,GIRONA NORD,119,FIGUERES,0,Home,Positiu PCR,1
25/07/2022,6400,GIRONA,6461,GIRONA NORD,119,FIGUERES,0,Home,Positiu TAR,1
25/07/2022,6400,GIRONA,6462,GIRONA SUD,231,SARRIÀ DE TER,1,Dona,Positiu TAR,1
25/07/2022,6400,GIRONA,6461,GIRONA NORD,258,TORROELLA DE MONTGRÍ,1,Dona,Positiu TAR,1
